"","season","HomeTeam","AwayTeam","HGGS","HGGC","AGGS","AGGC","HGH2H","AGH2H","HGS","HGAS","HGST","HGAST","AGS","AGAS","AGST","AGAST","FTHG","FTAG"
"234","2008-09","Arsenal","Liverpool",2.1052,0.7106,1.1052,0.921,1,0.25,15.1578,7.2368,8.4474,3.8422,8.079,13.7106,4.1052,7.1052,1,1
"235","2009-10","Arsenal","Liverpool",1.7894,0.7106,1.579,0.7632,0.5,0.5,15.2894,7.6578,8.579,4.1316,8.1316,13.7894,4.1052,7.2368,1,0
"236","2010-11","Arsenal","Liverpool",2.079,0.8158,1.421,0.8948,0.5,0.25,16.0526,7.079,9.5526,4.0526,9,12.1842,4.8684,6.5526,1,1
"237","2011-12","Arsenal","Liverpool",2.1316,0.7894,1.0526,1.3158,0.5,0.25,16.421,6.7632,9.8158,3.8422,11.1842,11.3948,6.2106,6.3684,0,2
"238","2012-13","Arsenal","Liverpool",1.8948,0.8422,1.1842,1.421,0.25,0.75,16.7894,7.3158,9.7632,3.8948,12.0264,13,6.579,7.4736,2,2
"239","2013-14","Arsenal","Liverpool",2.2632,1.0526,1.6052,1.3422,0.5,1,16.4474,7.9474,9.6052,4.421,11.8158,14.5,6.6052,8.6052,2,0
"240","2014-15","Arsenal","Liverpool",2.1842,0.8948,2.2632,1.5526,1,0.5,15.5264,9.0526,7.7368,3.8684,12.6316,14.6052,5.6316,7.3684,4,1
"241","2015-16","Arsenal","Liverpool",2.0264,0.6578,1.8422,1.579,1.5,0.25,16.9474,9.5,6.7106,3,12.6842,14.1578,4.2894,5.3158,0,0
"242","2016-17","Arsenal","Liverpool",1.8948,0.6578,1.3684,1.4736,1,0.25,17.9474,9.8158,6.7368,3.3948,11.7894,13.6578,4.1316,4.8158,3,4
"243","2017-18","Arsenal","Liverpool",1.8422,0.7106,1.6578,1.3684,0.75,1,17.1578,10.579,6.0264,4.0264,10.2368,14.921,3.8422,5.3684,3,3
"244","2018-19","Arsenal","Liverpool",2.4474,0.9474,1.8948,1.3684,1.5,1.75,17.6842,10.1052,6.8684,3.9474,8.6842,15.4736,3.5526,5.4474,1,1
"245","2019-20","Arsenal","Liverpool",2.5264,0.9474,1.921,1.0526,1,1,15.7632,10.579,6.3948,3.8158,9.079,13.6842,3.2368,5.2106,2,1
"249","2000-01","Arsenal","Man City",2,0.579,2,2,1.5,0.25,10,5,4,2,5,10,2,4,5,0
"250","2002-03","Arsenal","Man City",2.2894,1,1.1052,1.7894,2,0.25,16.8422,6.3422,9.0264,3,14.1052,9.1052,7,4,2,1
"251","2003-04","Arsenal","Man City",2.3422,1.1842,1,1.4736,1.75,0.25,16.2106,6.3158,8.6842,3.079,11.579,9.4736,6.579,4.8948,2,1
"252","2004-05","Arsenal","Man City",2.2894,0.8948,1.1316,1.5264,1,0.5,14.7106,6.8948,8.6052,3.421,11.0526,10.3948,6.5,5.8158,1,1
"253","2005-06","Arsenal","Man City",2.4736,0.8684,1.2368,1.4474,0.75,0.5,13.579,6.5264,8.2632,3.1842,10.8158,10.7106,6.5264,6.1052,1,0
"254","2006-07","Arsenal","Man City",2.6842,0.8422,1.0526,1.3948,0.5,0.25,13.3948,6.3684,8.6842,3.2106,11.1842,9.8158,6.3158,5.0526,3,1
"255","2007-08","Arsenal","Man City",2.3948,0.7632,0.9474,1.4736,1,0.25,14.5264,6.7106,8.8948,3.5,11.7632,9.6052,6.3158,4.921,1,0
"256","2008-09","Arsenal","Man City",2.1052,0.7106,0.9474,1.6052,1,0.25,15.1578,7.2368,8.4474,3.8422,13.1578,8.9474,7.3684,4.579,2,0
"257","2009-10","Arsenal","Man City",1.7894,0.7106,0.921,1.7106,0.75,0,15.2894,7.6578,8.579,4.1316,13.2368,10.0264,7.1842,4.9736,0,0
"258","2010-11","Arsenal","Man City",2.079,0.8158,1.3158,1.5,0.5,0,16.0526,7.079,9.5526,4.0526,12.579,11.4736,6.5,6.2106,0,0
"259","2011-12","Arsenal","Man City",2.1316,0.7894,1.5264,1.2106,0,0,16.421,6.7632,9.8158,3.8422,13.1316,11.3684,6.921,6.5,1,0
"260","2012-13","Arsenal","Man City",1.8948,0.8422,1.6842,1,0.25,0,16.7894,7.3158,9.7632,3.8948,12.2106,14.0526,6.6842,8.1316,0,2
"261","2013-14","Arsenal","Man City",2.2632,1.0526,1.6578,0.9474,0.25,0.5,16.4474,7.9474,9.6052,4.421,10.6316,15.9736,5.6842,9.4736,1,1
"262","2014-15","Arsenal","Man City",2.1842,0.8948,1.6842,1.1316,0.25,0.75,15.5264,9.0526,7.7368,3.8684,10.2106,15.5264,4.2894,7.3158,2,2
"263","2015-16","Arsenal","Man City",2.0264,0.6578,2.0526,1.2632,0.75,0.75,16.9474,9.5,6.7106,3,10.8158,15.8684,3.7632,5.2894,2,1
"264","2016-17","Arsenal","Man City",1.8948,0.6578,1.6578,1.1578,1,0.75,17.9474,9.8158,6.7368,3.3948,10.3158,15.0526,3.579,5.1052,2,2
"265","2017-18","Arsenal","Man City",1.8422,0.7106,1.7632,1.1052,1,0.75,17.1578,10.579,6.0264,4.0264,9.1316,14.7894,3.1842,5.1842,0,3
"266","2018-19","Arsenal","Man City",2.4474,0.9474,2.3158,0.921,0.5,1.25,17.6842,10.1052,6.8684,3.9474,8.079,16.1578,2.8684,5.579,0,2
"267","2019-20","Arsenal","Man City",2.5264,0.9474,2.1842,0.6316,0,1.25,15.7632,10.579,6.3948,3.8158,6.7106,16.1578,2.3684,5.8422,0,3
"275","2000-01","Arsenal","Man United",2,0.579,1.921,1.2632,1,0.5,10,5,4,2,5,10,2,4,1,0
"276","2001-02","Arsenal","Man United",2.2894,0.7894,1.7894,1.2632,0.5,0.5,10,5,4,2,5,10,2,4,3,1
"277","2002-03","Arsenal","Man United",2.2894,1,2.0264,1.2368,1,0.25,16.8422,6.3422,9.0264,3,11.1578,12.8158,4.7894,6.3684,2,2
"278","2003-04","Arsenal","Man United",2.3422,1.1842,2.079,1.3158,1.25,0.75,16.2106,6.3158,8.6842,3.079,10.8948,12.5264,4.8684,6.7894,1,1
"279","2004-05","Arsenal","Man United",2.2894,0.8948,1.5526,1.1052,0.75,0.75,14.7106,6.8948,8.6052,3.421,10.7106,12.0264,5.1316,7.1052,2,4
"280","2005-06","Arsenal","Man United",2.4736,0.8684,1.421,0.8948,0.75,1.25,13.579,6.5264,8.2632,3.1842,10.0264,13.1316,5.1578,7.5,0,0
"281","2006-07","Arsenal","Man United",2.6842,0.8422,1.6316,1.0526,0.5,1,13.3948,6.3684,8.6842,3.2106,9.8684,13.0264,4.9736,6.7894,2,1
"282","2007-08","Arsenal","Man United",2.3948,0.7632,1.8948,1.079,0.5,0.25,14.5264,6.7106,8.8948,3.5,10.4474,13.2368,5.2106,6.921,2,2
"283","2008-09","Arsenal","Man United",2.1052,0.7106,1.8422,0.7894,1,0.75,15.1578,7.2368,8.4474,3.8422,10.421,14.1842,5.3684,7.6842,2,1
"284","2009-10","Arsenal","Man United",1.7894,0.7106,1.5264,0.6842,1,0.75,15.2894,7.6578,8.579,4.1316,11.079,14.1316,5.8158,7.9736,1,3
"285","2010-11","Arsenal","Man United",2.079,0.8158,1.5526,0.7106,0.75,1,16.0526,7.079,9.5526,4.0526,11.1578,14.2894,6.1316,8.1052,1,0
"286","2011-12","Arsenal","Man United",2.1316,0.7894,1.6578,1.079,0.5,0.75,16.421,6.7632,9.8158,3.8422,11.3684,13.2632,6.1052,7.2368,1,2
"287","2012-13","Arsenal","Man United",1.8948,0.8422,1.7368,1.0264,0.5,0.5,16.7894,7.3158,9.7632,3.8948,12.2106,11.921,6.4736,7.0264,1,1
"288","2013-14","Arsenal","Man United",2.2632,1.0526,2.0526,1,0.5,0.75,16.4474,7.9474,9.6052,4.421,13.0526,11.9474,7.2894,7.2894,0,0
"289","2014-15","Arsenal","Man United",2.1842,0.8948,2,1.2106,0.25,0.25,15.5264,9.0526,7.7368,3.8684,13.7106,12,6.1316,5.6578,1,2
"290","2015-16","Arsenal","Man United",2.0264,0.6578,1.4736,1.1578,0.25,0.5,16.9474,9.5,6.7106,3,13.079,11.8684,4.4474,4.0526,3,0
"291","2016-17","Arsenal","Man United",1.8948,0.6578,1.1316,1.2632,1,0.5,17.9474,9.8158,6.7368,3.3948,12.7106,10.7632,4.2632,3.7632,2,0
"292","2017-18","Arsenal","Man United",1.8422,0.7106,1.3158,1.1316,1.25,0,17.1578,10.579,6.0264,4.0264,11.8158,11.421,3.8422,4.2106,1,3
"293","2018-19","Arsenal","Man United",2.4474,0.9474,1.5264,0.9474,0.75,0.75,17.6842,10.1052,6.8684,3.9474,12,12.8948,3.8158,4.7368,2,0
"294","2019-20","Arsenal","Man United",2.5264,0.9474,1.6316,1.2632,0.75,0.75,15.7632,10.579,6.3948,3.8158,14.2894,12.6316,4.5526,4.921,2,0
"299","2000-01","Arsenal","Middlesbrough",2,0.579,1.2106,1.6316,1.5,0.5,10,5,4,2,5,10,2,4,0,3
"300","2001-02","Arsenal","Middlesbrough",2.2894,0.7894,1.2894,1.2368,1.25,1,10,5,4,2,5,10,2,4,2,1
"301","2002-03","Arsenal","Middlesbrough",2.2894,1,1,1.1052,0.5,1,16.8422,6.3422,9.0264,3,13.3158,7.3422,5.7894,3.3948,2,0
"302","2003-04","Arsenal","Middlesbrough",2.3422,1.1842,0.6316,1.1578,1,0.25,16.2106,6.3158,8.6842,3.079,13.0526,7.7368,6.3948,3.4736,4,1
"303","2004-05","Arsenal","Middlesbrough",2.2894,0.8948,0.8158,1.3684,1.5,0.25,14.7106,6.8948,8.6052,3.421,14.1052,9.3422,7.7632,4.8158,5,3
"304","2005-06","Arsenal","Middlesbrough",2.4736,0.8684,1.1316,1.4736,2.25,1,13.579,6.5264,8.2632,3.1842,14.0264,10.079,7.7632,5.5526,7,0
"305","2006-07","Arsenal","Middlesbrough",2.6842,0.8422,1.1578,1.4474,3,0.75,13.3948,6.3684,8.6842,3.2106,13.6578,9.6842,7.3158,5.3684,1,1
"306","2007-08","Arsenal","Middlesbrough",2.3948,0.7632,0.8684,1.3948,2,0.25,14.5264,6.7106,8.8948,3.5,14.2368,8.579,7.0526,4.4474,1,1
"307","2008-09","Arsenal","Middlesbrough",2.1052,0.7106,0.7632,1.4474,0.5,0.5,15.1578,7.2368,8.4474,3.8422,14.0264,9.1842,7.1842,4.9736,2,0
"308","2016-17","Arsenal","Middlesbrough",1.8948,0.6578,2,2,0.75,0.25,17.9474,9.8158,6.7368,3.3948,2,2,2,2,0,0
"316","2000-01","Arsenal","Newcastle",2,0.579,1.1316,1.6578,0.75,0,10,5,4,2,5,10,2,4,5,0
"317","2001-02","Arsenal","Newcastle",2.2894,0.7894,1.0264,1.7632,1.25,0,10,5,4,2,5,10,2,4,1,3
"318","2002-03","Arsenal","Newcastle",2.2894,1,1.3684,1.6316,1.5,0.75,16.8422,6.3422,9.0264,3,12.579,9.7368,6.0264,4.7632,1,0
"319","2003-04","Arsenal","Newcastle",2.3422,1.1842,1.6052,1.579,0.5,0.75,16.2106,6.3158,8.6842,3.079,12.5526,10.9474,6.6052,5.4736,3,2
"320","2004-05","Arsenal","Newcastle",2.2894,0.8948,1.2106,1.5,1,0.5,14.7106,6.8948,8.6052,3.421,12.3422,10.079,6.6842,5.5264,1,0
"321","2005-06","Arsenal","Newcastle",2.4736,0.8684,1.079,1.5264,1,0.5,13.579,6.5264,8.2632,3.1842,12.2894,9.1578,6.6052,4.9474,2,0
"322","2006-07","Arsenal","Newcastle",2.6842,0.8422,1.079,1.5526,0.75,0,13.3948,6.3684,8.6842,3.2106,13.3422,8.6052,7.0264,4.5526,1,1
"323","2007-08","Arsenal","Newcastle",2.3948,0.7632,0.8948,1.421,0.75,0.25,14.5264,6.7106,8.8948,3.5,14.7368,8.421,7.6052,4.3684,3,0
"324","2008-09","Arsenal","Newcastle",2.1052,0.7106,0.921,1.7368,1,0.25,15.1578,7.2368,8.4474,3.8422,15.1578,8.7368,8.3158,4.5264,3,0
"325","2010-11","Arsenal","Newcastle",2.079,0.8158,0.8422,1.579,1.5,0,16.0526,7.079,9.5526,4.0526,15.2632,8.6316,7.579,4.421,0,1
"326","2011-12","Arsenal","Newcastle",2.1316,0.7894,0.7894,1.579,0.75,0.25,16.421,6.7632,9.8158,3.8422,11.2106,9.5264,6.0526,5.1052,2,1
"327","2012-13","Arsenal","Newcastle",1.8948,0.8422,1.1052,1.6842,0.5,0.5,16.7894,7.3158,9.7632,3.8948,13.2368,9.7106,7.1316,5.421,7,3
"328","2013-14","Arsenal","Newcastle",2.2632,1.0526,1.2632,1.8684,2.25,1,16.4474,7.9474,9.6052,4.421,14.4474,10.1578,7.7632,5.8948,3,0
"329","2014-15","Arsenal","Newcastle",2.1842,0.8948,1.079,1.7894,2.5,0.75,15.5264,9.0526,7.7368,3.8684,13.8422,11.579,6.3158,5.2368,4,1
"330","2015-16","Arsenal","Newcastle",2.0264,0.6578,0.8948,1.7632,1.75,0.25,16.9474,9.5,6.7106,3,13.2368,11.6052,4.9474,3.8422,1,0
"331","2017-18","Arsenal","Newcastle",1.8422,0.7106,0.6316,2.1578,1.25,0.25,17.1578,10.579,6.0264,4.0264,15.6842,8.9474,5.0526,3.2106,1,0
"332","2018-19","Arsenal","Newcastle",2.4474,0.9474,0.9474,1.579,0.5,0,17.6842,10.1052,6.8684,3.9474,13.7368,11.8422,4.8422,4.1578,2,0
"333","2019-20","Arsenal","Newcastle",2.5264,0.9474,0.9474,1.3948,0.75,0,15.7632,10.579,6.3948,3.8158,14.3684,10.6052,4.7368,3.7106,4,0
"336","2004-05","Arsenal","Norwich",2.2894,0.8948,2,2,1.25,0.25,14.7106,6.8948,8.6052,3.421,2,2,2,2,4,1
"337","2011-12","Arsenal","Norwich",2.1316,0.7894,2,2,2.25,0.5,16.421,6.7632,9.8158,3.8422,2,2,2,2,3,3
"338","2012-13","Arsenal","Norwich",1.8948,0.8422,1.2632,1.8948,1.75,1,16.7894,7.3158,9.7632,3.8948,15.5264,11.4736,9.421,6,3,1
"339","2013-14","Arsenal","Norwich",2.2632,1.0526,1.0526,1.9474,1.5,1,16.4474,7.9474,9.6052,4.421,14.421,9.8684,8.421,5.079,4,1
"340","2015-16","Arsenal","Norwich",2.0264,0.6578,0.579,2.3158,1.75,0.5,16.9474,9.5,6.7106,3,18.0526,10.4736,6.2106,3.6316,1,0
"341","2019-20","Arsenal","Norwich",2.5264,0.9474,2,2,1.25,0.25,15.7632,10.579,6.3948,3.8158,2,2,2,2,4,0
"347","2003-04","Arsenal","Portsmouth",2.3422,1.1842,2,2,0.25,0.25,16.2106,6.3158,8.6842,3.079,2,2,2,2,1,1
"348","2004-05","Arsenal","Portsmouth",2.2894,0.8948,0.6316,1.8422,1,1,14.7106,6.8948,8.6052,3.421,12.6316,8.8422,7.2106,4.3684,3,0
"349","2005-06","Arsenal","Portsmouth",2.4736,0.8684,0.6578,1.7894,1,0.25,13.579,6.5264,8.2632,3.1842,13.5526,8.3422,7.3158,4.079,4,0
"350","2006-07","Arsenal","Portsmouth",2.6842,0.8422,0.8684,1.8684,1.75,0,13.3948,6.3684,8.6842,3.2106,13.5526,8.2368,7.1052,4.1842,2,2
"351","2007-08","Arsenal","Portsmouth",2.3948,0.7632,0.9736,1.7106,1.5,0.5,14.5264,6.7106,8.8948,3.5,13.1578,8.8684,7.1578,4.579,3,1
"352","2008-09","Arsenal","Portsmouth",2.1052,0.7106,1.079,1.3948,1.25,0.75,15.1578,7.2368,8.4474,3.8422,13.3422,10.5,7.1316,5.6052,1,0
"353","2009-10","Arsenal","Portsmouth",1.7894,0.7106,0.9474,1.421,1,0.25,15.2894,7.6578,8.579,4.1316,13.5,10.1316,7.3158,5.3422,4,1
"357","2011-12","Arsenal","QPR",2.1316,0.7894,2,2,1,0.75,16.421,6.7632,9.8158,3.8422,2,2,2,2,1,0
"358","2012-13","Arsenal","QPR",1.8948,0.8422,1,2.1578,1,0,16.7894,7.3158,9.7632,3.8948,16.8948,11.7894,10.2632,6.8948,1,0
"359","2014-15","Arsenal","QPR",2.1842,0.8948,0.8948,1.6842,0.5,0,15.5264,9.0526,7.7368,3.8684,15.8948,10.5264,9.579,5.8948,2,1
"360","2006-07","Arsenal","Reading",2.6842,0.8422,2,2,0.25,0.25,13.3948,6.3684,8.6842,3.2106,2,2,2,2,2,1
"361","2007-08","Arsenal","Reading",2.3948,0.7632,1.2106,1.421,1,1,14.5264,6.7106,8.8948,3.5,14.8422,7.7368,7.579,3.3684,2,0
"362","2012-13","Arsenal","Reading",1.8948,0.8422,2,2,1,0.25,16.7894,7.3158,9.7632,3.8948,2,2,2,2,4,1
"364","2006-07","Arsenal","Sheffield United",2.6842,0.8422,2,2,1,1,13.3948,6.3684,8.6842,3.2106,2,2,2,2,3,0
"365","2019-20","Arsenal","Sheffield United",2.5264,0.9474,2,2,1.5,0,15.7632,10.579,6.3948,3.8158,2,2,2,2,1,1
"380","2000-01","Arsenal","Southampton",2,0.579,0.7106,2.0526,1,0.5,10,5,4,2,5,10,2,4,1,0
"381","2001-02","Arsenal","Southampton",2.2894,0.7894,0.8422,1.7368,1,0.25,10,5,4,2,5,10,2,4,1,1
"382","2002-03","Arsenal","Southampton",2.2894,1,0.9474,1.5264,0.5,0.25,16.8422,6.3422,9.0264,3,12.079,8.9474,5.7894,4.079,6,1
"383","2003-04","Arsenal","Southampton",2.3422,1.1842,1.079,1.6316,1.75,0.5,16.2106,6.3158,8.6842,3.079,13.3422,10.0264,6.9474,4.7368,2,0
"384","2004-05","Arsenal","Southampton",2.2894,0.8948,1,1.5264,2,0.25,14.7106,6.8948,8.6052,3.421,14.8684,11.0526,8.2368,5.7632,2,2
"385","2012-13","Arsenal","Southampton",1.8948,0.8422,2,2,1,0.5,16.7894,7.3158,9.7632,3.8948,2,2,2,2,6,1
"386","2013-14","Arsenal","Southampton",2.2632,1.0526,1.2106,1.8948,2,0.75,16.4474,7.9474,9.6052,4.421,12.5264,11.3684,7.0526,5.9474,2,0
"387","2014-15","Arsenal","Southampton",2.1842,0.8948,1.1842,1.5526,2,0.25,15.5264,9.0526,7.7368,3.8684,11.7894,11.7894,5.5,4.9474,1,0
"388","2015-16","Arsenal","Southampton",2.0264,0.6578,1.0264,1.1316,0.75,0,16.9474,9.5,6.7106,3,11.1052,11.8422,3.6316,3.8684,0,0
"389","2016-17","Arsenal","Southampton",1.8948,0.6578,0.9736,1.0264,0.25,0,17.9474,9.8158,6.7368,3.3948,11.7106,11.8684,3.5526,3.8684,2,1
"390","2017-18","Arsenal","Southampton",1.8422,0.7106,1.1578,1.2106,0.5,0.25,17.1578,10.579,6.0264,4.0264,12.2106,12.6842,3.8684,4.2632,3,2
"391","2018-19","Arsenal","Southampton",2.4474,0.9474,1.079,1.5,1.25,0.75,17.6842,10.1052,6.8684,3.9474,13.1842,11.7894,4.5,4.079,2,0
"392","2019-20","Arsenal","Southampton",2.5264,0.9474,0.921,1.7106,1.25,0.5,15.7632,10.579,6.3948,3.8158,14.5526,11.079,5.1578,3.7106,2,2
"393","2008-09","Arsenal","Stoke",2.1052,0.7106,2,2,0.25,0.25,15.1578,7.2368,8.4474,3.8422,2,2,2,2,4,1
"394","2009-10","Arsenal","Stoke",1.7894,0.7106,0.8422,2.1052,1,1,15.2894,7.6578,8.579,4.1316,17.5264,7.2106,10.4736,2.9474,2,0
"395","2010-11","Arsenal","Stoke",2.079,0.8158,0.6842,1.7632,1.5,0.25,16.0526,7.079,9.5526,4.0526,16.2368,7.6316,9.7106,3.4474,1,0
"396","2011-12","Arsenal","Stoke",2.1316,0.7894,0.6578,1.5,0.75,0,16.421,6.7632,9.8158,3.8422,13.8422,8.2106,7.9736,3.8948,3,1
"397","2012-13","Arsenal","Stoke",1.8948,0.8422,0.6842,1.6578,1,0.25,16.7894,7.3158,9.7632,3.8948,13.2894,8.079,7.7368,3.421,1,0
"398","2013-14","Arsenal","Stoke",2.2632,1.0526,0.6316,1.4736,1,0.25,16.4474,7.9474,9.6052,4.421,14.2632,7.8158,8.2368,3.421,3,1
"399","2014-15","Arsenal","Stoke",2.1842,0.8948,0.8158,1.5264,1,0.25,15.5264,9.0526,7.7368,3.8684,15.6316,8.8158,6.921,3.6052,3,0
"400","2015-16","Arsenal","Stoke",2.0264,0.6578,0.8948,1.5264,1.5,0.25,16.9474,9.5,6.7106,3,14.7106,9.9736,4.8158,3.2106,2,0
"401","2016-17","Arsenal","Stoke",1.8948,0.6578,0.921,1.421,1.25,0,17.9474,9.8158,6.7368,3.3948,14.421,10.3158,4.4736,3.2632,3,1
"402","2017-18","Arsenal","Stoke",1.8422,0.7106,0.9474,1.6578,1.25,0.25,17.1578,10.579,6.0264,4.0264,15.579,10.421,5.1316,3.2632,3,0
"405","2000-01","Arsenal","Sunderland",2,0.579,1.5264,2.0526,1.5,0.25,10,5,4,2,5,10,2,4,2,2
"406","2001-02","Arsenal","Sunderland",2.2894,0.7894,1.3422,1.6842,1.5,0.75,10,5,4,2,5,10,2,4,3,0
"407","2002-03","Arsenal","Sunderland",2.2894,1,0.8684,1.579,1.25,0.5,16.8422,6.3422,9.0264,3,12.8158,9.5526,6.1052,4,3,1
"408","2005-06","Arsenal","Sunderland",2.4736,0.8684,2,2,1.5,0.25,13.579,6.5264,8.2632,3.1842,2,2,2,2,3,1
"409","2007-08","Arsenal","Sunderland",2.3948,0.7632,0.7368,1.6842,1.5,0.5,14.5264,6.7106,8.8948,3.5,14.5264,7.6316,8.0526,3.7894,3,2
"410","2008-09","Arsenal","Sunderland",2.1052,0.7106,0.6842,2,1.5,0.75,15.1578,7.2368,8.4474,3.8422,12.4736,9.421,6.579,4.7894,0,0
"411","2009-10","Arsenal","Sunderland",1.7894,0.7106,0.6842,1.7632,0.75,0.5,15.2894,7.6578,8.579,4.1316,13.5,9.5526,7.5526,4.8948,2,0
"412","2010-11","Arsenal","Sunderland",2.079,0.8158,0.7632,1.7368,0.5,0,16.0526,7.079,9.5526,4.0526,14.6316,9.5264,8.2368,5.0526,0,0
"413","2011-12","Arsenal","Sunderland",2.1316,0.7894,0.9474,1.7368,0.5,0,16.421,6.7632,9.8158,3.8422,14.4736,10.2368,7.921,5.2368,2,1
"414","2012-13","Arsenal","Sunderland",1.8948,0.8422,1.0264,1.5264,0.5,0.25,16.7894,7.3158,9.7632,3.8948,15.421,10.6052,8.7106,5.5,0,0
"415","2013-14","Arsenal","Sunderland",2.2632,1.0526,1.0526,1.6842,0.5,0.25,16.4474,7.9474,9.6052,4.421,16.5264,9.079,9.6316,5.2894,4,1
"416","2014-15","Arsenal","Sunderland",2.1842,0.8948,1.079,1.7894,1,0.25,15.5264,9.0526,7.7368,3.8684,17.5264,9.2894,8.079,4.1316,0,0
"417","2015-16","Arsenal","Sunderland",2.0264,0.6578,0.921,1.5526,1,0.25,16.9474,9.5,6.7106,3,18.8158,10.2894,6.3158,3.5526,3,1
"418","2016-17","Arsenal","Sunderland",1.8948,0.6578,1.0526,1.7894,0.75,0.25,17.9474,9.8158,6.7368,3.3948,17.5526,10.0526,6.1842,3.7632,2,0
"419","2011-12","Arsenal","Swansea",2.1316,0.7894,2,2,0.25,0.25,16.421,6.7632,9.8158,3.8422,2,2,2,2,1,0
"420","2012-13","Arsenal","Swansea",1.8948,0.8422,0.8948,1.7368,1,1,16.7894,7.3158,9.7632,3.8948,15.3684,10.3684,8.579,6.0526,0,2
"421","2013-14","Arsenal","Swansea",2.2632,1.0526,0.9474,1.5264,0.25,0.5,16.4474,7.9474,9.6052,4.421,15.579,10,8.8684,5.7106,2,2
"422","2014-15","Arsenal","Swansea",2.1842,0.8948,1.0526,1.3948,0.5,1,15.5264,9.0526,7.7368,3.8684,14.5,11.2632,6.7368,4.4736,0,1
"423","2015-16","Arsenal","Swansea",2.0264,0.6578,1.0526,1.4474,0.5,0.75,16.9474,9.5,6.7106,3,15.1052,11.421,5.1052,3.4736,1,2
"424","2016-17","Arsenal","Swansea",1.8948,0.6578,1.079,1.5526,0.25,0.75,17.9474,9.8158,6.7368,3.3948,16.2368,10.6052,5.579,3.6316,3,2
"425","2017-18","Arsenal","Swansea",1.8422,0.7106,1.0526,1.7894,1,1,17.1578,10.579,6.0264,4.0264,15.0264,10.0264,5.4736,3.6052,2,1
"434","2000-01","Arsenal","Tottenham",2,0.579,0.9474,1.2368,0.5,0.25,10,5,4,2,5,10,2,4,2,0
"435","2001-02","Arsenal","Tottenham",2.2894,0.7894,0.8684,1.6052,1,0.25,10,5,4,2,5,10,2,4,2,1
"436","2002-03","Arsenal","Tottenham",2.2894,1,0.8684,1.7632,1,0.25,16.8422,6.3422,9.0264,3,13.2894,8.6316,6.921,3.9474,3,0
"437","2003-04","Arsenal","Tottenham",2.3422,1.1842,1,1.6316,1.25,0.25,16.2106,6.3158,8.6842,3.079,13.2894,8.8948,7.5526,4.3422,2,1
"438","2004-05","Arsenal","Tottenham",2.2894,0.8948,0.921,1.6578,1.25,0.25,14.7106,6.8948,8.6052,3.421,14.1578,8.6578,8.4474,4.7632,1,0
"439","2005-06","Arsenal","Tottenham",2.4736,0.8684,0.6578,1.2894,0.75,0.25,13.579,6.5264,8.2632,3.1842,13.3684,9.3422,7.3684,4.8948,1,1
"440","2006-07","Arsenal","Tottenham",2.6842,0.8422,0.8684,1.079,0.5,0.25,13.3948,6.3684,8.6842,3.2106,11.421,9.1842,6.3948,5.0526,3,0
"441","2007-08","Arsenal","Tottenham",2.3948,0.7632,1.1842,1.421,1,0.25,14.5264,6.7106,8.8948,3.5,11,9.1052,6.1578,5.0526,2,1
"442","2008-09","Arsenal","Tottenham",2.1052,0.7106,1.1316,1.5526,1.25,0.25,15.1578,7.2368,8.4474,3.8422,11.3948,10.1316,5.921,5.4736,4,4
"443","2009-10","Arsenal","Tottenham",1.7894,0.7106,1.1578,1.6316,1.5,1.25,15.2894,7.6578,8.579,4.1316,12.2106,10.1052,6.579,5.9736,3,0
"444","2010-11","Arsenal","Tottenham",2.079,0.8158,1.3422,1.6842,1.75,1,16.0526,7.079,9.5526,4.0526,13.2368,11.2106,7.421,6.8158,2,3
"445","2011-12","Arsenal","Tottenham",2.1316,0.7894,1.3684,1.4736,1.25,0.75,16.421,6.7632,9.8158,3.8422,14.2894,12.7106,7.8684,7.2632,5,2
"446","2012-13","Arsenal","Tottenham",1.8948,0.8422,1.3684,1.3422,1.75,1.25,16.7894,7.3158,9.7632,3.8948,14.0264,13.6842,7.9736,7.7106,5,2
"447","2013-14","Arsenal","Tottenham",2.2632,1.0526,1.6842,1.3684,2.5,1,16.4474,7.9474,9.6052,4.421,11.1842,14.579,6.5264,8.579,1,0
"448","2014-15","Arsenal","Tottenham",2.1842,0.8948,1.6316,1.4736,1.5,0.5,15.5264,9.0526,7.7368,3.8684,10.6578,14.6842,4.6316,6.6842,1,1
"449","2015-16","Arsenal","Tottenham",2.0264,0.6578,1.3684,1.5,0.5,0.25,16.9474,9.5,6.7106,3,13.2632,13.6578,4.6052,4.5526,1,1
"450","2016-17","Arsenal","Tottenham",1.8948,0.6578,1.6052,1.2894,0.5,0.5,17.9474,9.8158,6.7368,3.3948,13.3422,13.7368,4.1316,4.921,1,1
"451","2017-18","Arsenal","Tottenham",1.8422,0.7106,1.921,0.9736,0.5,0.5,17.1578,10.579,6.0264,4.0264,11.3422,15.421,3.421,5.6578,2,0
"452","2018-19","Arsenal","Tottenham",2.4474,0.9474,1.921,0.9736,0.75,0.25,17.6842,10.1052,6.8684,3.9474,10.0526,14.8684,3.421,5.4474,4,2
"453","2019-20","Arsenal","Tottenham",2.5264,0.9474,1.7632,1.1316,1.5,0.5,15.7632,10.579,6.3948,3.8158,11.2894,13.079,3.6842,4.7632,2,2
